,제목,활동처명,활동장소,봉사내용,모집 시작일,모집 마감일,활동 기간,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회,광역시/도,시/군/구,주소,위도,경도
3051,국립임실호국원 내 환경정화 활동,국립임실호국원,국립임실호국원 내,국립임실호국원 환경정화 활동 (묘역청소 등),20180705,20181003,20180705 ~ 20181003,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,전라북도,임실군,전라북도 임실군 호국로 420 국립임실호국원,35.5520602,127.19075590000001
3052,어르신대상 이미용 자원봉사 활동,가족튼튼요양원,요양원내,"활동 요일 : 월요일~금요일(요일 협의 가능)
활동 시간 : 14:00~16:00에서 봉사활동 가능(사전에 연락주시면 시간조정가능)
봉사 내용 : 어르신 섬기는 마음으로 어르신들께 이미용 서비스 봉사 등 해 주실 자원 봉사자 분의 많은 연락을 기다립니다. 
모집 인원 : 1~2명
모집 대상 : 성인
★ 활동 일정과 시간은 조율이 가능하오니 가족튼튼요양원(031-551-9197)로 연락 주시기 바랍니다.",20180710,20181003,20180710 ~ 20181009,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,경기도,구리시,경기도 구리시 체육관로 163 5층 501호,37.599132899999994,127.1359885
3053,"자유재활원 마사지 봉사활동(발, 피부 등) 봉사자 모집",수성구자원봉사센터,대구 동구 팔공산로 225,"자유재활원에서는 마사지 봉사활동을 해주실 봉사자분을 모집하고 있습니다.

활동일자: 평일 요일 무관
활동시간: 10:00~17:00 (12시~13시 점심시간 제외, 이 외 시간 조율 가능)
활동분야: 마사지(발, 피부 등)
활동대상: 지적장애인

*마사지 자격증 가지고 계신 전문 봉사자 분들을 구하고 있습니다!!

문의) 053-794-0707 김민정 담당",20180704,20181003,20180704 ~ 20181004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,대구광역시,수성구,대구광역시 수성구 노변공원로 49-1 수성구자원봉사센터,35.8376078,128.69857539999998
3054,장애여성 보치아단 지원할 자원봉사자 모집합니다.,장애여성자립생활센터 파란,양천구 구립체육센터,"매주 목요일 오후 2시~4시까지 양천구민체육센터에서 장애여성 보치아단 활동이 있습니다.  함께 해주실 자원봉사자를 모집합니다.
8월 한달은 휴강 / 9월 첫째주부터 모집합니다.",20180620,20181004,20180705 ~ 20181004,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,서울특별시,양천구,서울특별시 양천구 중앙로32길 61 현대프라자 208호,37.5200495,126.86031609999999
3055,나눔과 기쁨,청산뜨락 작은도서관,청산도,"도서관 회원봉사 모임으로 독거노인 도시락배달, 집 환경정리(청소,도배), 말 벗 해주기 등",20180703,20181004,20180707 ~ 20181007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,전라남도,완도군,전라남도 완도군 청산면 도청길 10 청산교회 청산뜨락 작은도서관,34.1808532,126.8595855
3056,아름다운가게 자원봉사자 모집,강원도 원주시,원주시 원일로 151(아름다운가게 원주일산점),"일시:연중(일요일 제외) 10:00~18:00(상담 시 활동시간 조정 가능)
장소:원주시 원일로 151(아름다운가게 원주일산점)
내용:기증물품 판매를 위한 매장 운영지원, 물품수거 및 분류, 공익캠페인 등
요건:1개월 이상 참여가능자 우대, 중학생 이상
참고:간식제공
참여방법:봉사자 직접 전화 예약 후 활동
참가문의:아름다운가게 원주일산점 033-744-1202
",20180704,20181004,20180705 ~ 20181005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,강원도,원주시,강원도 원주시 갈머리2길 31 3층,37.353263399999996,127.9442989
3057,"행사준비 및 환경 정리, 무료음료 지원 등",남원거점스포츠클럽,문화체육센터 내,"관내 크고작은 행사로 인해 환경정돈 및 행사 운영시 무료시음코너 운영
청소년 프로그램 운영시 인솔 지원 등",20180705,20181004,20180705 ~ 20181004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,전라북도,남원시,전라북도 남원시 이백로 333 .,35.4251607,127.44364909999999
3058,"어르신 생활&프로그램 보조 및 센터 내 환경정리(토,일 오전 9:30-12:30)",만수무강주야간보호센터,공동생활실,"1.봉사내용: 어르신 생활&프로그램 보조 및 센터 내 환경정리 
2.봉사시간: 09:30-12:30(3시간 인정) ""9시 아닙니다(시스템이상)"" 
3.봉사자조건: 중학교 2학년 ~ 성인으로 봉사시간 동안 성실히 봉사에 임할 자 
4.봉사내용: 프로그램보조 및 활동보조, 배식보조, 센터 청소 및 환경정리, 필요시 사무보조 
5.문의: 만수무강주간보호센터 042-223-3000 김혜진 사회복지사  

**봉사신청 전 필독사항!! (꼭~숙지하시고 신청바랍니다)** 

1. 반드시 신청 후 ""승인""이 되었는지 확인하고 방문해주시길 바랍니다. (승인없이 방문 할 경우 봉사불가)
*전화신청/방문신청/당일신청 받지 않습니다.(일주일전 반드시 1365로만 신청)
*신청 후 연락없이 무단 결석 1회이상/연락 후 결석 2회이상은 다음부터 봉사 승인 내드리지 않습니다. 
*부모님과 함께 방문을 금하며 함께 봉사활동 받고 있지 않습니다.
*봉사시간내에 휴대폰 사용 금합니다.
*봉사시간 5분 전에 오셔서 봉사내용 안내 받으시길 바랍니다. 일찍 오셔도 봉사실적은 신청하신만큼 인정됩니다.

-위 사항을 위반할 시 봉사활동 취소되오니 유념하셔서 신청해주시길 부탁드립니다-

2. 아이디가 여러개인 경우 실적등록 할 아이디를 알아가지고 오시길 바랍니다. 
3. 봉사활동확인서는 1365사이트에서 개인이 직접 발급받게 되어있으므로 센터에 요청하셔도 발급해주지 않습니다. 단, 학교에서 봉사확인서 양식을 가져올 경우는 작성해드립니다. 
4. 어르신이 이용하는 센터인 만큼 어르신에 대한 예의와 봉사자로써의 성실한 자세를 갖추신 분만 신청해주시길 바랍니다. 불성실하게 하실 경우 업무에 피해가 있음을 양해부탁드립니다. 
5. 평일 18시 이후와 주말에는 전화 문의 받지 않습니다. 연결되어도 안내 받으실 수 없으니 꼭 가능한 시간에 문의 바랍니다(가능시간: 평일 10-18시)
6. 실적등록은 일주일에 한번씩 일괄 등록하므로 봉사날짜로 부터 일주일 뒤에 확인바랍니다.",20180706,20181004,20180707 ~ 20181007,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,대전광역시,중구,대전광역시 중구  동서대로 1220 3층(태평동),36.3255876,127.395546
3059,"어르신 생활&프로그램 보조 및 센터 내 환경정리(토,일 오후 13:30-16:30)",만수무강주야간보호센터,공동생활실,"1.봉사내용: 어르신 생활&프로그램 보조 및 센터 내 환경정리 
2.봉사시간: 13:30-16:30(3시간 인정) 
3.봉사자조건: 중학교 2학년 ~ 성인으로 봉사시간 동안 성실히 봉사에 임할 자 
4.봉사내용: 프로그램보조 및 활동보조, 배식보조, 센터 청소 및 환경정리, 필요시 사무보조 
5.문의: 만수무강주간보호센터 042-223-3000 김혜진 사회복지사  

**봉사신청 전 필독사항!! (꼭~숙지하시고 신청바랍니다)** 

1. 반드시 신청 후 ""승인""이 되었는지 확인하고 방문해주시길 바랍니다. (승인없이 방문 할 경우 봉사불가)
*전화신청/방문신청/당일신청 받지 않습니다.(일주일전 반드시 1365로만 신청)
*신청 후 연락없이 무단 결석 1회이상/연락 후 결석 2회이상은 다음부터 봉사 승인 내드리지 않습니다. 
*부모님과 함께 방문을 금하며 함께 봉사활동 받고 있지 않습니다.
*봉사시간내에 휴대폰 사용 금합니다.
*봉사시간 5분 전에 오셔서 봉사내용 안내 받으시길 바랍니다. 일찍 오셔도 봉사실적은 신청하신만큼 인정됩니다.

-위 사항을 위반할 시 봉사활동 취소되오니 유념하셔서 신청해주시길 부탁드립니다-

2. 아이디가 여러개인 경우 실적등록 할 아이디를 알아가지고 오시길 바랍니다. 
3. 봉사활동확인서는 1365사이트에서 개인이 직접 발급받게 되어있으므로 센터에 요청하셔도 발급해주지 않습니다. 단, 학교에서 봉사확인서 양식을 가져올 경우는 작성해드립니다. 
4. 어르신이 이용하는 센터인 만큼 어르신에 대한 예의와 봉사자로써의 성실한 자세를 갖추신 분만 신청해주시길 바랍니다. 불성실하게 하실 경우 업무에 피해가 있음을 양해부탁드립니다. 
5. 평일 18시 이후와 주말에는 전화 문의 받지 않습니다. 연결되어도 안내 받으실 수 없으니 꼭 가능한 시간에 문의 바랍니다(가능시간: 평일 10-18시)
6. 실적등록은 일주일에 한번씩 일괄 등록하므로 봉사날짜로 부터 일주일 뒤에 확인바랍니다.",20180706,20181004,20180707 ~ 20181007,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,대전광역시,중구,대전광역시 중구  동서대로 1220 3층(태평동),36.3255876,127.395546
3060,저소득 어르신 식사배달(정기 자원봉사자/ 봉사팀 모집),서울YWCA봉천종합사회복지관,서울YWCA봉천종합사회복지관 3층 행복한식당," 
거동불편하신 저소득층 어르신을 위한 식사배달을 진행하고 있습니다. 어르신을 위한 도움의 손길이 필요합니다. 함께 동참해주시기를 부탁드립니다.
모집대상 : 성인 정기 자원봉사자/ 봉사팀
 활동내용 : 어르신 도시락 반찬 포장 및 배달활동
 활동장소 : 서울YWCA봉천종합사회복지관 3층 행복한식당
 활동시간 : 월-금, 9:00-12:00 / 주 1회 활동
 화, 수, 목요일 도움의 손길이 많이 필요합니다.
감사합니다~!

준비사항 : vms 가입 후 봉사자 연번 알아오기(vms사이트 회원가입-마이페이지-이름( 연번 8자리 ) 에서 확인)
※신청은 전화로 해주세요^^ 주말, 휴일 제외. 평일 상시 운영합니다.
※단기보다 정기적으로 진행해주실 수 있는 분이 필요합니다. ",20180706,20181004,20180706 ~ 20181005,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,서울특별시,관악구,서울특별시 관악구 관악로 254 ,37.486599700000006,126.95751840000001
3061,"저소득 어르신 식사조리,배식(정기봉사자/봉사팀)",서울YWCA봉천종합사회복지관,서울YWCA봉천종합사회복지관(관악로 254) 3층 행복한식당,"저소득층 어르신을 위한 경로식당을 운영하고 있습니다. 어르신들이 오셔서 일주일에 5번 식사하십니다.
어르신을 위한 도움의 손길이 필요합니다. 함께 동참해주시기를 부탁드립니다.

모집대상 : 조리 가능한 성인 정기 자원봉사자/ 봉사팀
 활동내용 : 경로식당 보조활동 (설거지 및 조리)
활동장소 : 서울YWCA봉천종합사회복지관(관악로 254) 3층 행복한식당
 활동시간 : 월-금 중 가능한 요일, 9:00-14:00 (활동 중 식사 제공) 
도움의 손길이 많이 필요합니다. 감사합니다~!

준비사항 : vms 가입 후 봉사자 연번 알아오기(vms사이트 회원가입-마이페이지-이름( 연번 8자리 ) 에서 확인)
※전화로 신청해주세요. '식사조리, 배식봉사 신청하려고 합니다' 라고 말씀해주세요.
※주말, 휴일 제외. 평일 상시 운영합니다. 
※단기보다 '정기'적으로 진행해주실 수 있는 분이 필요합니다.",20180709,20181004,20180706 ~ 20181005,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,서울특별시,관악구,서울특별시 관악구 관악로 254 ,37.486599700000006,126.95751840000001
3062,고2 이과 영어 학습지도 봉사자를 모집합니다,부산광역시 남구자원봉사센터,익투스지역아동센터,"활동내용 : 고2 이과 영어을 가르쳐 주시면 됩니다.
활동일시 : 주 2~3회, 3시간(오후 시간에 해 주시면 됩니다)
              (* 7/11 ~ 8/24  방학기간에 봉사해줄 봉사자를 모십니다)
신청대상 : 20대 이상(영어를 잘하는 대학생 또는 성인)
** 전화상담 후 내원부탁드립니다.(담당자 : 010-9844-0153)
** 봉사시간은 상담 후 조정하시면 됩니다.",20180706,20181004,20180710 ~ 20181005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,부산광역시,남구,부산 남구 동명로 105번길 50(용호동),35.1223461,129.1083573
3063,전주 늘사랑 요양병원 어르신 저녁식사보조,전주 늘사랑 요양병원,병원내,- 고등학생 이상 봉사자만 모집합니다. -봉사 전 시간과 주의사항을 꼭 읽어보시고 접수해주시길 바랍니다. (봉사시간은 조절 불가능한 사항으로 17시부터 18시까지 1시간 봉사가능하신분만 신청하시기 바랍니다) 봉사활동내용 : 어르신 식사준비 도움 및 식사 수발 -일요일은 담당자의 출근 여하에 따라 반려될 수 있습니다. -병원 상황에 따라 반려될 수 있습니다. -기업이나 단체의 봉사신청은 전화로 일정조율이 필요합니다. -연락이나 취소 없이 두번 이상 무단으,20180612,20181005,20180709 ~ 20181008,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,전라북도,전주시,전라북도 전주시 완산구 용리로 60 ,35.7980765,127.1198797
3064,레인보우영동도서관 환경미화 자원봉사,레인보우영동도서관,레인보우영동도서관,"- 일시 : 매주 주말 8시30분~11시 30분(국가공휴일 제외) 
- 인정시간 : 1일 최대 3시간
- 복장 : 운동화, 편한 옷차림(구두x, 치마x) 
※ 반드시 신청한 날자에 참석해주세요 ※",20180626,20181005,20180707 ~ 20181007,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,충청북도,영동군,충청북도 영동군 계산로2길 25 레인보우영동도서관,36.1731768,127.7803229
3065,초등 방과후 돌봄업무지원,(주)누리봄,(주)누리봄,"돌봄업무지원(담당 선생님의 요청에 따라 수업 교구 정리및 정돈, 청소, 간식지도해주시면 됩니다.)
개별학습지도(개인별 문제집 풀 때 봐주시면 됩니다.)
보드게임 및 놀이지도, 교구정리, 멘토링, 초등 돌봄 아이들과 친구처럼 놀아주기",20180629,20181005,20180709 ~ 20181005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,충청북도,청주시,"충청북도 청주시 흥덕구 장구봉로 25 2층, 가경동",36.62322279999999,127.44231200000002
3066,생태환경을 해치는 외래식물 탐구 및 자연보호활동,동구자원봉사센터,대전 동구 대전천북로 78(삼성동 현암시가식당 옆 현암교),"생태환경을 해치는 외래식물인 단풍잎돼지풀, 가시박, 가시상추를 탐구함으로 외래식물에 대한 경각심을 유발하여 외래식물의 확산을 저하시키고 자연보호에 대한 관심을 유발함으로서 우리의 생태환경을 아끼고 사랑하는 마음을 키우기 위한 자연보호활동이오니 많은 관심과 신청 부탁드립니다.※ 우천시 별도의 연락없이 취소됨을 알려드립니다.  
활동일시 : 2018년 7월, 8월, 9월 ,10월(첫쨰주)  매주 토요일 오전 10:00~13:00 (3시간)활동내용 : 생태환경을 해치는 외래식물을 탐구하여 외래식물 확산을 저하시키는 자연보호활동 
참여대상 : 초,중,고 / 대학생 및 일반인  참여인원 : 50명 / 선착순 집결장소 : 삼성동 현암기사식당 앞에서 집결(현암교 옆) 준비물 : 긴팔상의, 긴바지, 운동화, 모자, 물(식수 및 간식은 개별준비) 
※ 우천시 별도의 연락없이 취소됨을 알려드립니다. 신청인원 마감은 활동 전일(금) 오후 15시까지 접수된 봉사자까지만 접수 됩니다. 
활동문의 : 주영조 (T. 010-2209-0283) ★ 확인서 출력 및 NEIS전송은 봉사활동 후 7일 이후에 확인 가능합니다. ",20180629,20181005,20180707 ~ 20181006,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,대전광역시,동구,대전광역시 동구 동구청로 147 11층 자원봉사센터,36.3118501,127.4548274
3067,한사랑 길봉사단 - 주거환경개선사업,수원시종합자원봉사센터,수원시 장안구 파장동 476-3번지,"1.일시 : 2018년 7월 8일 (일) 08:00~ 16:00  매월 둘째주 일요일
2.장소 : 수원시 장안구 파장동 476-3번지
3.준비물 : 편한복장준비
4.봉사담당자 : 길남주 010-5513-8050
",20180703,20181005,20180708 ~ 20181007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,경기도,수원시,수원시 장안구 파장동 476-3,37.3097251,126.99657320000001
3068,[반포한강공원] 2018년 한강 야경투어 프로그램 운영 지원(7.28 ~ 매주 토요일),서울특별시한강사업본부,반포한강공원(집결 : 별도 장소 지정),"* 성인만 지원가능 * 추후 오리엔테이션 진행(유선 연락 예정)
* 문의 : 홍석주 팀장(070-7791-5721) / 부재 시, 한강사업본부 문화홍보과 오은선(02-3780-0763)

 ○ 활동개요
    - 활동기간 : 2018. 7. 28 ~ 10.27 매주 토요일(총 14회)
    - 활동장소 : 반포한강공원 서래섬~잠수교 일대 
    - 활동방식 : 매주 토요일(월4회) 모둠별 지정된 테마 활동 
    - 주요 활동내용 : 1. 한강 야경투어를 상징하는 포토존 조성(조성된 장소 결과 보고서 제출) 2. 포토존 운영 및 홍보 3. 포토존 철수 
    - 활동일정 : 2018. 07. 28. ~  10. 27. 매주 토요일(14회) 18:00~22:00(1일 최대 4시간) ※ 추석 연휴로 9.22(토) 미운영 
    - 야간 야외 활동 관광투어 프로그램 운영 지원이 가능한 사람
    - 3회 이상 연속적이고 지속적인 활동이 가능한 사람
    - 20~30대 성인 위주 권장(남성 1팀당 2인 이상 우선 배정 예정)

 ○ 오리엔테이션 개최
    - 일시 : 2018. 7. 26.(목) 14:00~18:00
    - 장소 : 반포한강공원 서래섬 ~ 잠수교 일대 ",20180705,20181005,20180728 ~ 20181027,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,성동구,서울특별시 성동구 강변북로 257 ,37.538691299999996,127.04204440000001
3069,산성지역아동센터- 학습보조(색종이수업)보조 자원봉사활동,산성지역아동센터,산성지역아동센터,산성지역아동센터- 색종이접기 수업 보조,20180705,20181005,20180705 ~ 20181005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,경기도,안산시,경기도 안산시 상록구 장화3길 2-1 사2동 산성지역 아동센터,37.288677500000006,126.8444625
3070,영등포구 꿈드림 누리봄에서 검정고시 학습지원 멘토를 모집합니다.,영등포구청소년상담복지센터,영등포구청소년지원센터 교육실,"영등포구청소년지원센터 꿈드림 '누리봄'에서는 학교 밖 청소년들의 학업복귀 및 검정고시를 지원하고 있습니다. 
꿈드림 멘토링은 1:1로 진행되며 검정고시를 준비하고 있는 학교 밖 청소년들에게 학습과 정서적 지지를 지원해주는 활동입니다.

-활동 내용: 검정고시 학습지원 및 정서적 지원
- 대상: 학교 밖 청소년
- 장소:영등포구청소년지원센터 교육실 
- 시간: 월-금 중 1~2회 / 1회당 2시간 (시간 협의)",20180705,20181005,20180705 ~ 20181005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,영등포구,서울특별시 영등포구 도영로22길 36 해광빌딩 2층,37.510167100000004,126.9032943
3071,★경기도시각장애인복지관 댄스스포츠 파트너&보조★,경기도시각장애인복지관,경기도 의정부시 태평로 86 삼화빌딩 4층(샤인댄스스포츠장),"1.봉사내용: 댄스스포츠교실 
- 시각장애인과 1:1 파트너를 이루어 댄스스포츠를 배워가는 자원봉사입니다! 
- 댄스스포츠를 처음 접하시더라도 괜찮습니다~ ★초보자 환영★ 
- 시각장애인분들과 라틴분야(차차차, 룸바, 자이브)댄스를 함께 배워보아요^^ 

2.봉사일자: 2018. 7. 11 ~ 10. 17 매주 수요일, 금요일 
- 수요일 혹은 금요일 중 하나만 택하셔도 가능합니다^^ 
- 지속적인 봉사가 가능하신 분 환영입니다! 

3.봉사시간: 13:00 ~ 15:00 (1회 2시간 인정) 

4.봉사문의: 지역사회지원팀 김지수 070-4880-2649 / 프로그램 문의: 평생학습팀 이한솔 070-4880-2657

자원봉사자님들의 많은 관심 부탁드립니다.",20180705,20181005,20180711 ~ 20181005,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,경기도,의정부시,경기도 의정부시 추동로 140 801-1번지 4층,37.747348200000005,127.0696226
3072,충남 청양 사자산마을 농촌봉사,사자산마을,사자산마을 일원,"청양 사자산마을일원 농촌일손돕기
공동체사업장 정리 및 청소 잡초제거 또는 마을어르신 일손돕기
신청하시는 분은 동반 인원수를 전화로 알려주시면 감사하겠습니다.
가족 개인도 신청가능합니다.

단, 대학생 단체 숙박봉사는 받지않습니다.

찿아오는곳 : 충남 청양군 운곡면 배미길29 사자산체험마을
지참물:점심도시락, 장갑, 수건등 개인안전용품
장소:사자산마을 일원

(오시기전 먼저 연락 꼭부탁드립니다.)
담당:마을사무장 이남훈
전화:010-6336-6214, 041-943-0089",20180706,20181005,20180706 ~ 20181006,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,충청남도,청양군,충청남도 청양군 운곡면 배미길 29 사자산마을,36.5265402,126.8823355
3073,시립산내 어린이집-보육활동 보조(3회 이상 장기 봉사 가능한분),시립산내어린이집,시립산내 어린이집 內,"*·활동일자: 7/16~ 10/15 까지 (요일별 3회이상 가능자) 예. 매주 월요일 3주이상
* 활동시간 : 매주 같은시간 4시간이상가능자 (예. 매주 같은요일 10시~14시까지 또는 13시~17시) ·
* 봉사내용: 영유아 보육활동 보조( 영유아들과의 상호작용 , 식사지도, 바깥놀이 지도등) 
* ·장소: 경기도 파주시 교하로 20. 산내마을 1단지 내 (102동 맞은편) 
*·대상 : 성인만 가능 - 업무특성상 여성분만 가능합니다. - 영유아의 안전을 위해 보건증 지참이 필수 입니다. 

- 조건에 부합하지 않는 봉사자는 봉사가 불가능합니다. (영유아의 안전을 위한 일이니 양해 바랍니다.) 
- 반드시 방문전 담당자(박은숙 010-4802-7069)에게 문자 주시고 통화 후 담당자가 봉사 가능하다고 하신분만 방문해주세요.				
",20180706,20181005,20180716 ~ 20181015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,경기도,파주시,경기도 파주시 교하로 20 ,,
3074,"[기생충박물관] 박물관 안내 및 발권, 관람 질서 유지 (평일 오전 10:00~13:00)",(사)한국건강관리협회 서울서부지부,기생충박물관,"▶궁금하신 사항은 반드시 '기생충박물관' (☎ 02-2601-3284)으로 문의 주세요. 
반드시 2601-3284번으로 연락주세요!


- 모집 기간 : 7월 6일(금) ~ 연중 수시모집

- 봉사 일시: 평일(월~금) / 오전 봉사(3시간) 10:00 ~ 13:00 
  요일 선택 가능, 1일 오전(10:00~13:00)/오후(13:00~16:00) 중 1타임만 선택 가능 

- 대상 : 고등학생 이상, 성인(대학생 포함) 우대 (죄송하지만 중학생은 활동이 어렵습니다. 문의전화 주지 마세요.)

- 장소 : 한국건강관리협회 기생충박물관(주소: 서울 강서구 화곡로 333)   

- 봉사 내용 : 기생충박물관 시설안내 및 발권업무, 관람 질서 유지(전시장 지킴이), 관람객 전시해설 도슨트(교육 필수)
  
- 문의 : 기생충박물관 (☎02-2601-3284, 문의사항은 반드시 이 번호로, 평일9:00~12:00, 13:00~17:00 사이 부탁드립니다. )

 

▶ 관련분야 전공자 및 은퇴자, 박물관에 관심 있는 분, 박물관 안내 및 도슨트 경력자 환영 
▶ 월 일정시간 이상(예시: 매달 월수금 오전봉사, 매일 오후봉사 꾸준히 봉사해주시는 분) 정기 자원봉사자에게 한국건강관리협회 및 기생충박물관의 다양한 행사와 혜택 부여 
▶궁금하신 사항은 반드시 '기생충박물관' (☎ 02-2601-3284)으로 문의 주세요. ",20180706,20181005,20180709 ~ 20181005,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,강서구,서울특별시 강서구  화곡로 335 한국건강관리협회서울지부 (화곡6동 1097번지),37.5538396,126.85073229999999
3075,"[기생충박물관] 박물관 안내 및 발권, 관람 질서 유지(평일 오후 13:00~16:00)",(사)한국건강관리협회 서울서부지부,기생충박물관 (주소: 서울 강서구 화곡로 333),"▶궁금하신 사항은 반드시 '기생충박물관' (☎ 02-2601-3284)으로 문의 주세요. 
반드시 2601-3284번으로 연락주세요!

- 모집 기간 : 7월 6일(금) ~ 연중 수시모집

- 봉사 일시: 평일(월~금) / 오후 봉사 (3시간) 13:00 ~ 16:00 
  요일 선택 가능, 1일 오전(10:00~13:00)/오후(13:00~16:00) 중 1타임만 선택 가능 

- 대상 : 고등학생 이상, 성인(대학생 포함) 우대(반드시 고등학생 이상입니다.) 

- 장소 : 한국건강관리협회 기생충박물관(주소: 서울 강서구 화곡로 333)   

- 봉사 내용 : 기생충박물관 시설안내 및 발권업무, 관람 질서 유지(전시장 지킴이), 관람객 전시해설 도슨트(교육 필수)
  
- 문의 : 기생충박물관 (☎02-2601-3284, 문의사항은 반드시 이 번호로, 평일9:00~12:00, 13:00~17:00 사이 부탁드립니다. )

 

▶ 관련분야 전공자 및 은퇴자, 박물관에 관심 있는 분, 박물관 안내 및 도슨트 경력자 환영 
▶ 월 일정시간 이상(예시: 매달 월수금 오전봉사, 매일 오후봉사 꾸준히 봉사해주시는 분) 정기 자원봉사자에게 한국건강관리협회 및 기생충박물관의 다양한 행사와 혜택 부여 
▶궁금하신 사항은 반드시 '기생충박물관' (☎ 02-2601-3284)으로 문의 주세요. ",20180706,20181005,20180709 ~ 20181005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,서울특별시,강서구,서울특별시 강서구  화곡로 335 한국건강관리협회서울지부 (화곡6동 1097번지),37.553822,126.8506541
3076,급식 설거지 및 센터 청소,새로핌지역아동센터,새로핌지역아동센터 내,"급식 배식 및 설거지, 센터 청소 봉사

반드시 사전에 전화 연락 후 일정조율 원함  

 연락처) 02-6015-6339 / 010-9920-0939 윤미숙
 위치는 백련시장 정거장 바로 앞 현부동산 2층에 있음(버스 7021, 7017, 7738, 272, 7612, 7734 버스 노선이 있음)",20180709,20181005,20180709 ~ 20181005,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,서울특별시,서대문구,서울특별시 서대문구  증가로 118 2층 새로핌지역아동센터,37.5771768,126.9245793
