,제목,활동처명,활동장소,봉사내용,모집 시작일,모집 마감일,활동 기간,생활 편의,국제 협력,환경,인권,재해/재난,농어촌,주거 환경,보건 의료,교육,행정 지원,상담,문화,체육,역사,동아리,여행,홍보,사회공헌,기획,언어,현장,기타,장애인,노인,외국인,노숙인,다문화가정,노동자,유아,여성,쪽방촌,청소년,지역사회,광역시/도,시/군/구,주소,위도,경도
179,2018 수원연극축제 자원활동,수원문화재단,경기상상캠퍼스,Ⅰ. 축제개요1. 축제명: 2018 수원연극축제 ‘숲 속의 파티’2. 기 간: 2018. 5. 25.(금) ~ 5. 27(일) [3일간]3. 장 소: 경기상상캠퍼스4. 주 최: 수원시5. 주 관: (재)수원문화재단Ⅱ. 모집분야1. 주요 활동 내용- 해외통역: 해외공연팀 및 기술？공연진행 통역지원(영어 프랑스어 가능자 우대)- 홍보: 온라인 홍보 사전 이벤트 축제 이모저모 취재 및 기록- 행정지원: 사무국 행정보조？운영 물품 관리- 무대운영: 무대진행 지원 분장실 등 백스테이지 지원- 관객지원: 행사장 안내 진행 티켓관리 등 행사전반 지원※ 통역지원팀은 해외팀 입？출국 일정에 따라 활동기간 및 시간이 상이할 수 도 있음.2. 활동기간- 사전활동 : 2018. 5. 23.(수) ~ 5. 24.(목)※ 통역지원팀 또는 축제사무국 내 보조업무 리허설 지원 등- 본 활동 : 2018. 5. 25.(금) ~ 5. 27.(일)3.자격요건- 만 18세 이상의 국내거주자로 활동기간 동안 참여 가능한 자- 공연 및 축제에 대한 관심과 열정이 있는 자- 오리엔테이션 및 교육 등 축제기간 내 적극적으로 참여 가능한 자Ⅲ. 접수방법1. 접수기간 : 2018. 3. 23.(금) ∼ 4. 22(일)2. 지원방법 : 첨부파일 참고 혹은 홈페이지에서 지원신청서 다운로드 후 작성하여 이메일 접수- 홈페이지 : 수원연극축제(http://stf.swcf.or.kr)/ (재)수원문화재단(www.swcf.or.kr)3. 접 수 처 : 이메일(jhkim@swcf.kr)4. 제출서류 : 지원신청서※ 서류제출시 파일명 : 2018 수원연극축제 자원활동가 지원_홍길동(이름)※ 해외통역 분야 경우 필요시 인터뷰 진행(해당자 별도 알림)Ⅳ. 자원활동가 혜택1. 수원연극축제 공연관람 및 행사참여2. 전문 CS교육 등 관련 교육3. 교통비 식비 포함 보상비 지급4. 축제티셔츠 축제기념품 제공5. 봉사활동 시간 지급 및 필요 시 자원봉사 참여 관련 공문 발급6. 우수 자원활동가 수원문화재단 이사장 표창Ⅴ. 결과발표 : 2018. 4월 말 예정 수원연극축제 수원문화재단 홈페이지 공고- 홈페이지 : 수원연극축제(http://stf.swcf.or.kr)/ (재)수원문화재단(www.swcf.or.kr)Ⅵ. 문의- 수원문화재단 : 031-290-3543,20180329,20180330,20180519 ~ 20180527,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Seodun-dong,Gwonseon-gu,"South Korea, Gyeonggi-do, Suwon-si, Gwonseon-gu, Seodun-dong, 103-25",37.2658425,126.9824689
180,2018 도봉구 위크앤드 스포츠교실 봉사자 모집,도봉구체육회,초안산 생태공원 (창일중학교 뒷편),2018 도봉구 위크앤드 스포츠교실 봉사자모집-일시 : 2018년 4월 8일 (일)-장소 : 초안산 생태공원-대상 : 청소년 및 대학생-모집인원 : 10명-활동내용 : 뉴스포츠 체험교실 활동보조 및 정리-문의 : 도봉구체육회 02-990-4141* 행사당일 봉사시간 엄수* 활동하기 편한 복장 및 운동화 모자 쿨토시 착용(자외선이 강하므로 썬크림 사용 및 더운 날씨에 필요한 물품 개인적으로 착용 가능)* 음료 및 간식 제공 (중식 제공 X),20180329,20180330,20180408 ~ 20180408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Dobong-gu,"60 Nohae-ro 66-gil, Chang 1(il)-dong, Dobong-gu, Seoul, South Korea",37.6481094,127.0471549
181,2018 천연기념물센터 자연유산알리미 모집,천연기념물센터,천연기념물센터 전시관,문화재청 국립문화재연구소 천연기념물센터에서는 2018년 9월 전시관 재개관을 준비하며자원봉사활동을 희망하는 성인을 대상으로 붙임과 같이 자연유산 알리미(성인 자원봉사자)를 모집하오니 많은 참여 바랍니다.*'자연유산알리미' 는 자연유산을 소개하고 널리 알릴 수 있도록 도움을 준다는 의미를 담고 있는천연기념물센터 성인 자원봉사자를 지칭함.,20180329,20180330,20180901 ~ 20200831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Daejeon,Seo-gu,"927 Yudeung-ro, Mannyeon-dong, Seo-gu, Daejeon, South Korea",36.3678217,127.3925057
182,천연기념물센터 자연유산 알리미(성인 자원봉사자) 모집,천연기념물센터,천연기념물센터 전시관,문화재청 국립문화재연구소 천연기념물센터에서는 2018년 9월 전시관 재개관을 준비하며자원봉사활동을 희망하는 성인을 대상으로 붙임과 같이 자연유산 알리미(성인 자원봉사자)를 모집하오니 많은 참여 바랍니다.첨부파일을 참조하시기 바랍니다.,20180329,20180330,20180901 ~ 20200831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Daejeon,Seo-gu,"927 Yudeung-ro, Mannyeon-dong, Seo-gu, Daejeon, South Korea",36.3678217,127.3925057
183,[제20회 서울국제여성영화제] 자원활동가 모집 (~04/01),(사)서울국제여성영화제,문화비축기지 및 메가박스 신촌점,SEOUL INTERNATIONAL WOMEN`S FILM FESTIVAL20회 서울국제여성영화제 자원활동가 모집2018년 6월 서울국제여성영화제와 함께 할 자원활동가를 찾습니다!모집 공고모집 일정- 지원서 접수 3/20(화요일) - 4/1(일요일) 24:00마감- 서류 전형 결과 발표: 4/4(수요일)- 면접 전형: 4/10(화요일) - 4/12(목요일)- 최종합격자 발표: 4/17(화요일)* 서류 최종합격자 개별 SMS / E-mail 통보모집 대상- 영화제에 열정을 가지고 참여가 가능한 사람- 재외동포나 외국인일 경우 한국어로 의사소통이 가능한 사람- 활동 기간 내 체재비의 본인 부담이 가능한 사람- 자원 활동가 선발 및 교육 등의 일정에 성실하고 적극적으로 참여가 가능한 사람- 서울국제여성영화제의 취지에 공감하고 다양한 관객 특성을 존중할 수 있는 사람모집 방법- 서울국제여성영화제 홈페이지 www.siwff.or.kr 에서 지원공고 확인 후 온라인지원서 작성모집 파트(모집 파트 관련 상세 내용은 영화제 홈페이지 참고)운영지원팀 - 행사운영 / 운영지원프로그램팀 - 프로그램 이벤트 운영교육사업팀 - 후원회원 부스운영 / 토크 프로그램 지원초청팀 - 해외게스트수행 / ID카드 패키지발급홍보팀 - 프레스센터 운영 / 데일리 인터뷰 기사 작성 / 기록 / SNS관리마케팅팀 - 협찬 부스 / 기념품 관리온라인팀 - 티켓 판매 발권 환불 업무피치&캐치팀 - 피칭 지원기술상영팀 - 영사운영 / 상영관운영자막팀 - 자막 지원* 초청팀 지원 해외게스트 수행의 경우 원어민과 원활한 의사소통이 가능한 능력을 요구합니다. 게스트라운지 ID카드 담당의 경우 외국어 가능자 우대사항입니다.* 홍보팀 지원자는 기록파트 지원자의 경우 촬영장비 소유자를 선발하며 홍보팀 내 타 분야 지원자의 경우 자신의 글이올라가 있는 SNS 블로그 등의 URL을 반드시 적어주시기 바랍니다.* 피치앤캐치팀 지원자는 사전활동가능자 우대사항입니다.* 기술팀 영사운영 자막팀 지원자의 경우 특별한 기술 및 지식을 요구하지 않으나 영화제 전 기간(FULLTIME) 활동이 필수이니 꼭 확인 후 지원 해주시기 바랍니다.* 지원서 검토 과정에서 1지망 분야가 아닌 2 3지망 팀/파트로 서류 합격되어 면접이 진행될 수 있습니다.* 면접 시 수업 결석 등으로 인한 공문이 필요하신 경우 영화제 측에서 발급 해 드립니다합격 기준- 면접 전형에 불참할 시 자동적으로 최종 합격에서 제외됩니다.- 영화제 전 기간 종일 활동 가능한 사람을 우선 선정합니다.- 지원서 작성이 미비하거나 지원서 기재사항이 사실이 아닌 경우 서류 전형에서 우선적으로제외됩니다.활동 기간 5/31(목) - 6/7(목)* 담당 분야에 따라 활동기간은 다를 수 있으며 일부 인원에 한해 사전 활동이 진행될 수 있습니다.활동 장소영화제 기간 전 - 서울국제여성영화제 사무국 그 외 팀별 활동 장소영화제 기간 중 - 상영관 및 각 행사장교육 일정- 팀 별 세부 교육: 4월 5월 중 1-2회 진행 각 팀/파트 별 개별 일정 공지- 전체 교육: 5월 중 1회 장소 및 시간 추후 공지- 발대식: 5월 중 장소 및 시간 추후 공지* 상기 일정은 영화제 사정에 따라 변경될 수 있습니다.지원 사항- 소정의 자원활동 활동비를 지급합니다.- 자원봉사 활동 시간이 인정됩니다. (자원봉사 포털 1365)- 자원활동가 유니폼 기념품 및 ID카드를 지급합니다.- 영화제 메인 카탈로그에 이름이 등재됩니다.- 활동기간 수업 결석 등 필요 시 제출 가능한 결손공문 등 서류를 발급합니다.- 전 기간 활동 완료 시 문화체육관광부(문화품앗e)에서 발행하는 자원봉사 활동내역 확인서가발급되고 자원활동 참여 증서를 드립니다.문의: 운영지원팀 ☎ 02) 336-5982 / E-mail: volunteer@siwff.or.kr / 홈페이지: www.siwff.or.kr,20180319,20180401,20180531 ~ 20180607,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,Seoul,Mapo-gu,"Oil Tank Culture Park, 87 Jeungsan-ro, Seongsan-dong, Mapo-gu, Seoul, South Korea",37.5709869,126.894132
184,2018 남이섬 어쿠스틱 청춘 페스티벌,남이섬교육문화그룹,남이섬,남이섬 어쿠스틱 청춘 페스티벌은 청춘 버스커들이 마음껏 기량을 펼칠 수 있는 기회를 제공하고 나아가 대중음악 발전에 기여할 수 있는 뮤지션을 양성하기 위해 만들어진 페스티벌입니다.*활동 분야축제 운영: 공연 및 이벤트 진행홍보: 현장스케치 및 홍보영상 제작*활동 기간5월 12일 ~ 6월 3일 매주 주말 오전 10:00 ~ 16:00(총 8일)첨부파일/링크에 있는 신청서 작성 후 na517@naminara.com으로 메일 부탁드립니다.링크https://docs.google.com/forms/d/e/1FAIpQLSfevwh0MEHpVeBVX3qw028-e9KJ_6gpLaCIOAKMT42V2gIV9A/viewform,20180319,20180401,20180512 ~ 20180603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Gangwon-do,Chuncheon,"1 Namisum-gil, Namsan-myeon, Chuncheon, Gangwon-do, South Korea",37.7913541,127.5255418
185,제10회 남구축구협회 고·자문기 축구대회,부산광역시남구체육회,백운포체육공원,개회식 보조,20180319,20180401,20180408 ~ 20180408,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Busan,Nam-gu,"108 Baegunpo-ro, Yongho 4(sa)-dong, Nam-gu, Busan, South Korea",35.1032031,129.1107237
186,작은도서관봉사,마중물독서교육문화원/세종두리울작은도서,세종두리울작은도서관,도서정리/열람대출/책읽어주기/도서관 내외부 미화/문화활동강사/연주/,20180319,20180401,20180316 ~ 20180430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,충청남도,연기군,세종특별자치시 조치원읍 정리 59-1,36.6043027,127.2985252
187,독서진흥 문화융성을 위한 다양한 봉사활동,마중물독서교육문화원/세종두리울작은도서,마중물독서교육문화원/마중물작은도서관,도서정리/열람대출/책읽어주기/공연/도서관내외부 미화작업/문화활동강사보조 등,20180319,20180401,20180316 ~ 20180531,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Chungcheongnam-do,Asan-si,"86 Sinhyeon-ri, Yeongin-myeon, Asan-si, Chungcheongnam-do, South Korea",36.8669804,126.9339099
188,동대문문화원 소장자료 분류및 정리,동대문문화원,동대문문화원,문화원의 소장자료를 지역별로 분류하고 정리함.,20180319,20180401,20180326 ~ 20180330,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Seoul,Dongdaemun-gu,"산2-121 Dapsimni-dong, Dongdaemun-gu, Seoul, South Korea",37.5717857,127.0637388
189,★창원역사민속관★ 자원봉사자 모집,(재)창원문화재단,창원역사민속관,안녕하십니까?창원문화재단에서 알려드립니다.창원역사민속관의 전시관 내 관람안내와 질서유지에 도움을 주실 헌신적인 자원봉사자를 모집합니다.담당자 협의 후 봉사활동 시간 조정이 가능하오니 관심있는 분의 많은 참여바랍니다.,20180319,20180401,20180317 ~ 20181230,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Gyeongsangnam-do,Uichang-gu,"Sarim-dong, Uichang-gu, Gyeongsangnam-do, South Korea",35.2451388,128.6810306
190,제33회 오륙도사랑 걷기축제,부산광역시남구체육회,부산 환경공단 남부사업소 상부체육공원,본부보조,20180319,20180401,20180407 ~ 20180407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Busan,Nam-gu,"29 Yongho 3(sam)-dong, Nam-gu, Busan, South Korea",35.1258233,129.1149922
191,제33회 오륙도사랑 걷기축제,부산광역시남구체육회,백운포체육공원,본부 코스유도,20180319,20180401,20180407 ~ 20180407,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Busan,Nam-gu,"108 Baegunpo-ro, Yongho 4(sa)-dong, Nam-gu, Busan, South Korea",35.1032031,129.1107237
192,제33회 오륙도사랑 걷기축제,부산광역시남구체육회,백운포체육공원,본부보조,20180315,20180406,20180407 ~ 20180407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Busan,Nam-gu,"108 Baegunpo-ro, Yongho 4(sa)-dong, Nam-gu, Busan, South Korea",35.1032031,129.1107237
193,[뮤지엄김치간] 김치스토리텔러(자원봉사) 4기 모집,뮤지엄김치간,뮤지엄김치간,뮤지엄김치간김치스토리텔러 4기 자원봉사 모집 안내뮤지엄김치간에서 관람객에게 우리나라의 김치문화를 널리 알리고박물관 운영에 도움주실 자원봉사자를 아래와 같이 모집합니다.해당분야에 관심이 있으시고 봉사정신이 있으신 분들의 많은 지원 부탁드립니다.1. 모집 인원 : 00명2. 활동 대상 : 성인 고등학생3. 활동 내용 : 내/외국인 대상 투어(한국어/영어/중국어/일본어) 체험 프로그램 진행 보조 외부 홍보활동 (※ 활동 요일과 시간은 협의 후 조정가능)4. 활동 시간 :　1０시 ~ 16시(봉사 시간 및 날짜는 협의 가능 / 1일 봉사시간은 최대 4시간으로 조정)5. 접수 : 2018. 03. 13(화) ~ 03. 30(금)6. 접수방법 : 문화품앗e 사이트 가입 후 <김치스토리텔러 4기 모집> 검색! 그리고 신청http://csv.culture.go.kr/frt/main.do7. 수시발표 및 개별연락8. 사전교육(필수) : 봉사대상자에 한해 추후 공지(※ 박물관 전시해설 관련 교육으로 불참 시 활동 불가)9. 운영세부사항① 활동일정 : 2018년 04월 03일(화)~2018년 06월 30일(토)※ 사전교육 : 03월 31일(토) 별도 안내② 박물관 상설/기획전시 해설 및 안내로 ‘김치와 김장문화’를 방문객 대상으로 설명해주는김치 스토리텔러 역할 맡아 진행③ 뮤지엄김치간은 Kimchi Field museum으로 어린이부터 성인까지 내외국인에게 체험을통해 김치를 더 깊이 알아가도록 함. 이에 체험 프로그램 진행을 보조하며 김치를 바르게 만들고 우수성을 알리는 역할 맡아 진행④ 뮤지엄김치간은 국내외 다양한 매체에 소개되어 사회공헌활동으로 다양한 역할을 수행하고 있음. 박물관 홍보역할을 함께할 수 있는 활동 진행.10. 활동혜택① 박물관 무료 입장 및 박물관 초대권 증정② 문화품앗e를 통한 신청은 해당 사이트를 통해 활동내역서 본인확인③ 내부 평가를 통한 우수자원봉사자 선발 및 표창(선발기준은 내부지표에 준함)④ 박물관·미술관 학예사 자격증 및 경력인정 대상기관으로 자체 확인서 발급11. 활동신청양식(첨부),20180315,20180406,20180403 ~ 20180630,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Jongno-gu,"35-4 Insadong-gil, Gwanhun-dong, Jongno-gu, Seoul, South Korea",37.573575,126.984875
194,음악활동재능봉사자를 구합니다.,청주시상당정신건강복지센터,청주시상당정신건강복지센터 프로그램실,본 센터는 정신과적 어려움이 있는 회원들이 이용하는 시설입니다.매주 수요일 오후 13:00~14:00/14:00~15:00 중 택 1센터 회원들과 함께 노래를 함께 부르거나 악기(오카리나 등 소악기) 등 자유로운 주제로 음악활동을 진행해주실재능봉사자를 모집합니다.많은 관심과 참여 부탁드립니다. ^^문의:청주시상당정신건강복지센터 김주연 사회복지사 070-4192-7537,20180315,20180406,20180401 ~ 20181130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chungcheongbuk-do,Cheongju,"361 Danjae-ro, Yongam 2(i)-dong, Sangdang-gu, Cheongju, Chungcheongbuk-do, South Korea",36.5986897,127.5067787
195,도서관 도서정리,전북작은도서관협의회,성남 여수 LH 1단지 작은도서관,라벨작업 도서서가에 정리하기등,20180315,20180406,20180312 ~ 20180403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Gyeonggi-do,Seongnam-si,"7 Buljeong-ro, Jeongja 1(il)-dong, Bundang-gu, Seongnam-si, Gyeonggi-do, South Korea",37.3661347,127.1081086
196,스마트폰 활용법 교육 재능기부 자원봉사자 모집,방화2종합사회복지관,굿네이버스 방화2종합사회복지관,방화2종합사회복지관 스마트폰 교육 재능기부 자원봉사자 모집굿네이버스 방화2종합사회복지관에서 지역 내 장애인들을 대상으로 스마트폰 교육을 진행해주실 재능기부 자원봉사자를 모집하고 있습니다. 봉사활동에 관심 있는 분들의 많은 참여 부탁드립니다.1. 활동 내용: 스마트폰 활용법 교육2. 활동 시간: 3월 중 1회 / 일정 조정3. 활동 장소: 굿네이버스 방화2종합사회복지관 2층 강당4. 신청 요건: 봉사활동에 관심이 있는 누구나5. 혜택: 자원봉사 활동 시간 인증 (1365 자원봉사포털)6. 모집인원: 1명7. 신청기간 및 방법 : 2018.03. 30. (금) 까지 / 전화 접수(02-2662-6661)8. 문의 : 서비스팀 장애인교실 담당 사회복지사 02-2662-6661,20180315,20180406,20180305 ~ 20180330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Seoul,Gangseo-gu,"839 Banghwa-dong, Gangseo-gu, Seoul, South Korea",37.5747254,126.8189571
197,김만덕기념관 기획전시 디피 및 전시안내,김만덕기념관,김만덕기념관,김만덕기념관에서는 5월~6월 기획전시로 도예전을 준비하고 있습니다.이에 전시디피를 함께하고 기획전시 관리 및 안내를 도와줄 자원봉사자를 모집하고 있습니다.박물관 전시에 관심있는 분들의 많은 참여 부탁드립니다.모집기간: 2018년 3월 5일~ 4월 20일활동기간: 2018년 4월 24일 ~ 2018년 6월 30일활동대상: 고등학생 이상 성인활동시간: 화요일~일요일 오전 10시~13시 오후 13시~17시 (요일별 1~2명)*자원봉사자 모집 후 근무시간 편성활동내용:1. 전시 디피 및 철거 보조2. 기획전시 관람객 안내3. 기획전시 설치물 관리,20180315,20180406,20180424 ~ 20180630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Jeju-do,Cheju,"7 Sanji-ro, Geonip-dong, Cheju, Jeju-do, South Korea",33.5159804,126.5304208
198,도서관 자료정리및 라벨작업,전북작은도서관협의회,수원 호메실 휴먼시아 78단지,도서관 자료정리 청구라벨작업,20180315,20180406,20180305 ~ 20180404,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Gyeonggi-do,Suwon,"30 Homaesil-ro 165beon-gil, Geumho-dong, Gwonseon-gu, Suwon, Gyeonggi-do, South Korea",37.2602602,126.9546927
199,2018 사상구민 신바람 걷기대회,부산광역시사상구체육회,삼락생태공원,활동시간 8:30~12:30분(4시간)참가자 안내 및 주변정리집결지 : 삼락생태공원일원(럭비구장),20180315,20180406,20180331 ~ 20180331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Busan,Sasang-gu,"Samnak Ecological Park, 686 Samnak-dong, Sasang-gu, Busan, South Korea",35.1687484,128.9735403
200,생활문화센터 자원봉사자 모집,동두천생활문화센터,동두천생활문화센터,동두천생활문화센터에서 사무관리 및 행정에 도움주실 자원봉사자를 모집합니다.,20180301,20180320,20180301 ~ 20180331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gyeonggi-do,Dongducheon,"722-1 Jihaeng-dong, Dongducheon, Gyeonggi-do, South Korea",37.890802,127.053175
201,2018년 제1회 뉴시스배 전국프리테니스 대회 봉사자 모집,사단법인 한국프리테니스협회,대구실내체육관,2018년 제1회 뉴시스배 전국프리테니스 대회 봉사자 모집일시 : 2018년 3월 4일(일요일) 오전 9시~18시장소 : 대구실내체육관 (대구 북구 대구체육관로 39 지번 : 산격동 1427-1)주최 : 뉴시스 대구 경북 본부봉사 주업무 : 사)한국프리테니스협회 소속으로 배정된 대회 참가자 운영 지원 및 사진 및 영상촬영,20180301,20180320,20180304 ~ 20180304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Daegu,Buk-gu,"39 Daegucheyukgwan-ro, Sangyeok-dong, Buk-gu, Daegu, South Korea",35.893461,128.6034161
202,도봉문화원 필하모닉 오케스트라 제9회 향상연주회 봉사,도봉문화원,도봉문화원,※도봉 오케스트라 회원만 접수바랍니다.- 일시: 2018.2.24(토) 14:00~18:00- 장소: 도봉문화원 음악실- 내용: 도봉문화원 오케스트라 향상연주회,20180301,20180320,20180224 ~ 20180224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Seoul,Dobong-gu,"303 Chang 5(o)-dong, Dobong-gu, Seoul, South Korea",37.6542196,127.0389333
203,도서관 책정리와 라벨지 부착 작업,가정동 작은도서관,가정동 작은도서관,도서관 책을 정리하는 일과 함께책별로 라벨을 붙이는 작업을 하려고 합니다.도움을 주실 분은 연락주시기 바랍니다.,20180301,20180320,20180213 ~ 20180331,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Seo-gu,Incheon,"South Korea, Incheon, Seo-gu, 가정동 71-121번지 1층",37.5321006,126.6656481
204,박물관 자원활동가 모집,인도박물관,인도박물관,인도박물관은 지난 40여년간 인도 각지에서 수집한2000여점의 인도 관련 유물을 중심으로인도의 역사와 문화를 한국에 널리 알리고자 설립한인도 전문 사립박물관입니다.인도의 역사와 종교 공예 악기 생활문화와 관련된소장품을 전시하고 다양한 문화체험을 통해 한국과인도의 문화교류 증진과 인도문화에 대한 이해의폭을 넓히는데 주 목적이 있습니다.또한 인도문화를 소개함으로써 다문화 교육에 앞장서고있으며 문화 다양성을 바탕에 둔 다양한 전시와 교육을진행하고 있습니다.이에 인도문화와 박물관에 관심이 많은 활동가 여러분를아래와 같이 모집합니다.모집기간: 2018년 2월 12일~ 28일활동기간: 2018년 3월 1일 ~ 2018년 6월 30일활동대상: 고등학생 이상 성인활동시간: 월요일~토요일 13시~17시(요일별 1~2명)(*각 요일별로 모집합니다.)활동내용: 1. 관람객 안내2. 도슨트(전시 안내 및 해설)3. 교육프로그램 보조(체험프로그램 진행 및 보조)4. 박물관 소장자료 정리(도서 음반 영상자료 등)5. 전시보조(기획 특별전 보조)혜 택: 1. 다과 음료 및 간식 제공2. 인도박물관 교육·문화프로그램 우선 참여관심있는 분들의 많은 참여 바랍니다.,20180301,20180320,20180301 ~ 20180630,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Seoul,Seocho-gu,"Seocho-dong, Seocho-gu, Seoul, South Korea",37.4840408,127.0191808
205,충청남도 유가족 힐링캠프 공연을 부탁드립니다.,천안시자살예방센터,천안시 국립중앙청소년수련원,안녕하세요 천안시자살예방센터 입니다.천안시자살예방센터주관으로 충청남도 상반기에 유가족 대상 힐링캠프를 진행함에 있어 공연단을 모집합니다.힐링이 될수 있는 공연을 부탁드리며 시간은 60분 공연을 부탁드리고 싶습니다.-장소: 국립중앙청소년수련원-일시: 2018.04.27(금)-시간: 오전10시-11시(60분)-장르: 음악 연극 뮤지컬 등 공연많은 관심과 지원 부탁드립니다.^^,20180301,20180320,20180427 ~ 20180427,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chungcheongnam-do,Cheonan,"246-1 Gyochon-ri, Mokcheon-eup, Dongnam-gu, Cheonan, Chungcheongnam-do, South Korea",36.7912447,127.2264115
206,부천가은병원 어르신 이미용서비스 봉사,부천가은병원,부천가은병원,안녕하세요. 부천 가은병원입니다.아름다운 은혜라는 뜻을 가진 우리 가은병원은 항암통합치료&노인전문요양병원을 운영하고 있습니다.어르신들의 이미용서비스를 맡아 즐겁게 활동해 주실 봉사자분을 기다립니다. 한달에 1~2회 정도 진행되고 일정은 평일 오전 중 조정 가능하십니다. 봉사자분들의 많은 관심 바랍니다.블로그를 확인하시면 자세한 자원봉사활동모습과 프로그램 활동모습을 확인하실 수 있습니다.가은병원 사이트 : http://www.gaeunhospital.com/가은병원 블로그 : https://blog.naver.com/gaeunhospital,20180301,20180320,20180208 ~ 20180308,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Gyeonggi-do,Bucheon,"676-6 Songnae 2(i)-dong, Sosa-gu, Bucheon, Gyeonggi-do, South Korea",37.477413,126.7688584
207,2018 평창 동계올림픽 경기 홍보 및 행사보조,서울동대문구구체육회,강원도 평창,2018 평창 동계올림픽 경기 홍보 및 행사보조- 일시: 2월 11일 (일요일)- 장소: 강원도 평창(강원 평창군 대관령면 솔봉로 325)- 시간: 16시00분~20시00분- 주요활동:행사보조 및 정리- 모집인원:20명- 접수방법:문화품앗e 홈페이지회원가입(개인)-봉사신청- 문의:동대문구체육회 02)2247-5997~8,20180301,20180320,20180211 ~ 20180211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Gangwon-do,Pyeongchang-gun,"Pyeongchang-gun, Gangwon-do, South Korea",37.370474,128.3899769
208,제19회 울산마라톤대회,울산광역시체육회,문수국제양궁장,대회 운영지원,20180206,20180228,20180301 ~ 20180301,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,울산,Nam-gu,"South Korea, Ulsan, Nam-gu, Ok-dong, 남부순환도로 209",35.5323984,129.2711211
